id,quarter,month,date,total_storage,volumes_digitised,images_digitised,digitised_size,volumes_uploaded,images_uploaded,image_storage_size,not_volumes,not_images,not_storage_size,volume_master,images_master,master_on_viewer,storage_master,estimated_storage_on_viwer,volumes_goobi,images_goobi,upload_goobi,storaged_used
7897,second,jun,2177-06-06,64,2649381.0,31822253.0,39368.08,1332.0,36582666.0,16616.49,11717.0,177841.0,122.6,189316.0,99853169.0,189591.0,54900.01,13209.78,3.61,77.52,14.39,728.23
7898,second,jun,2177-06-13,64,2650119.0,31838972.0,40820.26,1365.0,36588266.0,16621.33,11714.0,177852.0,122.61,189336.0,99869938.0,189616.0,54909.39,13243.76,3.61,77.53,11.77,728.63
7899,second,jun,2177-06-20,64,2650904.0,31844106.0,40996.35,1361.0,36597427.0,16627.22,11716.0,177846.0,122.64,189381.0,99886326.0,189635.0,54919.05,13133.12,3.6,77.54,2.23,728.74
7900,second,jun,2177-06-27,64,2650621.0,31852070.0,40855.72,1362.0,36607698.0,16628.23,11718.0,177885.0,122.63,189412.0,99894929.0,189659.0,54930.8,13104.65,3.6,77.52,0.13,728.96
7901,third,jul,2177-07-04,64,2650929.0,31854645.0,39747.11,1354.0,36612566.0,16630.7,11720.0,177936.0,122.67,189454.0,99906656.0,189688.0,54939.14,13072.63,3.6,77.54,0.0,729.16
7902,third,jul,2177-07-11,64,2651283.0,31861460.0,43363.87,1386.0,36626199.0,16634.29,11719.0,177947.0,122.71,189496.0,99943102.0,189719.0,54946.77,13077.56,3.61,77.55,9.77,729.2
7903,third,jul,2177-07-18,64,2652961.0,31865946.0,41003.63,1386.0,36656493.0,16636.75,11715.0,177875.0,122.61,189511.0,99997666.0,189796.0,54999.85,13062.07,3.52,77.56,7.15,729.77
7904,third,jul,2177-07-25,64,2652550.0,31870763.0,41952.35,1391.0,36653963.0,16642.68,11716.0,177925.0,122.66,189624.0,100076873.0,189872.0,55000.3,13056.7,3.53,77.53,3.4,729.87
7905,third,aug,2177-08-01,64,2652859.0,31873300.0,41176.21,1395.0,36657621.0,16645.34,11716.0,177939.0,122.67,189653.0,100091563.0,189909.0,55005.13,13001.02,3.51,77.54,10.97,729.93
7906,third,aug,2177-08-08,64,2651699.0,31898094.0,45806.37,1392.0,36680752.0,16639.63,11716.0,177996.0,122.65,189647.0,100147424.0,190067.0,55028.25,12933.78,3.52,77.55,6.1,730.04
7907,third,aug,2177-08-15,64,2651019.0,31906385.0,46233.29,1401.0,36687560.0,16641.77,11717.0,178027.0,122.71,189686.0,100161635.0,190079.0,55035.99,12956.89,3.51,77.57,5.59,730.11
7908,third,aug,2177-08-22,64,2651099.0,31906689.0,46236.32,1401.0,36687621.0,16641.96,11717.0,178032.0,122.7,189688.0,100162362.0,190080.0,55036.36,12955.23,3.51,77.57,6.12,730.12
7909,third,aug,2177-08-29,64,2651603.0,31912754.0,46231.94,1428.0,36701887.0,16645.04,11719.0,178004.0,122.7,189721.0,100178878.0,190130.0,55049.79,12915.83,3.51,77.55,18.17,730.14
7910,third,sep,2177-09-05,64,2652148.0,31909753.0,45334.63,1444.0,36707500.0,16647.88,11719.0,178040.0,122.76,189748.0,100203361.0,190161.0,55060.96,12781.43,3.51,77.57,11.72,730.26
7911,third,sep,2177-09-12,64,2652714.0,31916535.0,45154.22,1447.0,36716098.0,16647.26,11723.0,178102.0,122.74,189783.0,100209680.0,190183.0,55075.47,12790.6,3.51,77.6,11.14,730.48
7912,third,sep,2177-09-19,64,2652058.0,31897765.0,44779.43,1448.0,36711751.0,16641.83,11715.0,178065.0,122.56,189716.0,100170264.0,190137.0,55070.9,12809.98,3.46,77.56,6.4,730.67
7913,third,sep,2177-09-26,64,2651964.0,31904341.0,45326.37,1484.0,36723265.0,16644.83,11717.0,178084.0,122.6,189747.0,100179831.0,190167.0,55080.03,12945.46,3.42,77.57,0.0,730.81
7914,fourth,oct,2177-10-03,64,2651955.0,31905045.0,45318.75,1484.0,36723232.0,16645.07,11717.0,178085.0,122.6,189750.0,100180527.0,190171.0,55080.68,12944.63,3.42,77.57,0.0,730.82
7915,fourth,oct,2177-10-10,64,2652655.0,31902495.0,58294.51,1428.0,36747771.0,16640.64,11720.0,178117.0,122.75,189951.0,100312203.0,190473.0,55177.22,12997.55,3.36,77.66,0.0,731.1
7916,fourth,oct,2177-10-17,64,2656808.0,31965705.0,60395.81,1002.0,36757743.0,16669.9,11726.0,178069.0,122.94,190082.0,100461449.0,190719.0,55365.45,13512.92,3.37,77.78,0.0,732.39
7917,fourth,oct,2177-10-24,64,2657519.0,31944420.0,60356.49,1014.0,36745444.0,16670.08,11724.0,178038.0,122.94,190071.0,100414554.0,190655.0,55350.55,13512.84,3.34,77.78,4.89,732.38
7918,fourth,oct,2177-10-31,64,2656611.0,31931115.0,54130.46,1016.0,36745542.0,16669.52,11723.0,178036.0,122.93,190024.0,100415622.0,190608.0,55342.54,13535.38,3.35,77.77,0.0,732.23
7919,fourth,nov,2177-11-07,64,2655598.0,31931134.0,53254.18,1006.0,36728142.0,16664.82,11721.0,178035.0,122.91,189945.0,100415949.0,190578.0,55324.4,13550.43,3.33,77.77,10.62,731.88
7920,fourth,nov,2177-11-14,64,2655780.0,31936836.0,53863.56,990.0,36736871.0,16669.86,11726.0,178133.0,122.95,190007.0,100447424.0,190609.0,55337.04,13530.55,3.32,77.78,8.97,732.0
7921,fourth,nov,2177-11-21,64,2658070.0,32000828.0,52460.68,979.0,36742095.0,16682.92,11727.0,178120.0,122.96,189970.0,100474130.0,190771.0,55370.2,13559.67,3.35,77.84,6.65,732.11
7922,fourth,nov,2177-11-28,64,2658366.0,32002062.0,50083.15,986.0,36750445.0,16685.64,11729.0,178146.0,122.96,189997.0,100480783.0,190803.0,55385.5,13565.79,3.35,77.85,5.72,732.19
7923,fourth,dec,2177-12-05,64,2658760.0,31998863.0,48847.61,990.0,36754181.0,16690.95,11732.0,178143.0,123.01,190039.0,100502289.0,190871.0,55397.58,13573.72,3.34,77.83,0.21,732.34
7924,fourth,dec,2177-12-12,64,2658787.0,31998920.0,48828.98,995.0,36755279.0,16691.07,11732.0,178145.0,123.02,190041.0,100503147.0,190873.0,55397.83,13585.62,3.34,77.83,0.11,732.35
7925,fourth,dec,2177-12-19,64,2659946.0,32005470.0,48985.86,973.0,36753020.0,16693.98,11734.0,178125.0,123.04,190062.0,100520482.0,190917.0,55409.32,13680.01,3.32,77.85,0.0,732.42
7926,fourth,dec,2177-12-26,64,2658268.0,31994847.0,38857.07,980.0,36750665.0,16693.82,11738.0,178142.0,123.02,190085.0,100612619.0,191015.0,55444.17,13683.75,3.32,77.83,0.0,732.97
7927,first,jan,2178-01-02,64,2658351.0,31995003.0,38878.64,980.0,36751292.0,16693.75,11737.0,178144.0,123.02,190087.0,100613160.0,191018.0,55444.33,13684.49,3.32,77.83,0.0,732.97
7928,first,jan,2178-01-09,64,2658886.0,32001020.0,38598.51,971.0,36747123.0,16696.71,11737.0,178177.0,123.05,190090.0,100627716.0,191041.0,55454.42,13723.35,3.33,77.85,0.0,732.99
7929,first,jan,2178-01-16,64,2658720.0,32003629.0,41296.28,994.0,36750983.0,16700.23,11739.0,178207.0,123.05,190112.0,100647487.0,191079.0,55464.16,13840.04,3.32,77.86,6.86,733.07
7930,first,jan,2178-01-23,64,2658835.0,32026397.0,61520.1,1204.0,36765689.0,16698.68,11742.0,178241.0,123.32,190127.0,100728157.0,191100.0,55514.82,13741.95,3.34,77.89,0.0,733.25
7931,first,jan,2178-01-30,64,2660486.0,32031369.0,61094.83,1202.0,36772492.0,16699.44,11743.0,178333.0,123.31,190162.0,100750997.0,191130.0,55520.98,13758.83,3.35,77.91,1.03,733.21
7932,first,feb,2178-02-06,64,2659589.0,32020090.0,62215.4,1239.0,36761519.0,16688.01,11723.0,178231.0,123.21,190155.0,100699719.0,191074.0,55506.78,13408.49,3.41,77.88,7.47,733.18
7933,first,feb,2178-02-13,64,2659586.0,32020339.0,62164.52,1239.0,36761650.0,16688.02,11723.0,178231.0,123.21,190158.0,100701080.0,191075.0,55506.9,13409.87,3.41,77.88,7.62,733.19
7934,first,feb,2178-02-20,64,2659059.0,32028244.0,62138.29,1217.0,36764839.0,16684.93,11726.0,178204.0,123.29,190190.0,100723667.0,191096.0,55521.02,13318.83,3.44,77.89,11.87,733.27
7935,first,feb,2178-02-27,64,2659883.0,32032247.0,64072.37,1150.0,36771417.0,16688.38,11737.0,178218.0,123.32,190226.0,100740462.0,191129.0,55531.85,13484.63,3.44,77.9,12.49,733.35
7936,first,mar,2178-03-06,64,2660542.0,32037969.0,65564.73,1149.0,36790446.0,16689.72,11739.0,178258.0,123.37,190269.0,100762798.0,191158.0,55547.44,13435.38,3.42,77.93,12.63,733.47
7937,first,mar,2178-03-13,64,2660601.0,32039269.0,65448.57,1142.0,36799372.0,16691.58,11740.0,178341.0,123.47,190331.0,100784463.0,191195.0,55554.54,13441.83,3.41,77.95,2.65,733.63
7938,first,mar,2178-03-20,64,2660675.0,32046088.0,64742.76,1164.0,36804265.0,16694.35,11744.0,178385.0,123.51,190366.0,100814298.0,191221.0,55566.91,13453.03,3.42,77.97,0.65,733.77
7939,first,mar,2178-03-27,64,2661049.0,32051551.0,62839.24,1162.0,36813047.0,16696.48,11751.0,178396.0,123.53,190406.0,100831807.0,191279.0,55575.84,13468.59,3.41,77.98,0.76,733.88
7940,second,apr,2178-04-03,64,2660685.0,32060718.0,62677.66,1135.0,36824890.0,16701.37,11753.0,178432.0,123.56,190431.0,100848358.0,191296.0,55585.43,13357.55,3.42,77.99,5.51,733.89
7941,second,apr,2178-04-10,64,2658762.0,32062080.0,63133.0,1179.0,36837806.0,16699.66,11762.0,178428.0,123.61,190429.0,100859170.0,191241.0,55590.96,13430.07,3.42,77.97,16.4,733.68
7942,second,apr,2178-04-17,64,2659133.0,32073184.0,64787.46,1179.0,36843808.0,16701.94,11763.0,178545.0,123.62,190460.0,100872998.0,191269.0,55601.24,13434.92,3.41,77.98,14.02,733.64
7943,second,apr,2178-04-24,64,2660111.0,32076347.0,64968.85,1279.0,36849395.0,16706.28,11762.0,178495.0,123.69,190466.0,100884969.0,191300.0,55607.48,13374.01,3.41,77.99,19.28,733.84
7944,second,may,2178-05-01,64,2660071.0,32082682.0,64888.68,1321.0,36856889.0,16711.84,11763.0,178527.0,123.72,190506.0,100913337.0,191323.0,55615.85,13470.72,3.41,77.99,20.35,733.99
7945,second,may,2178-05-08,64,2658346.0,32135242.0,65447.94,1248.0,36853577.0,16722.52,11774.0,178595.0,124.09,190864.0,100981839.0,191592.0,55691.16,13331.3,3.37,77.99,0.0,734.41
7946,second,may,2178-05-15,64,2659703.0,32124673.0,65114.2,1210.0,36860461.0,16725.08,11776.0,178570.0,124.11,190886.0,101000495.0,191618.0,55702.6,13474.84,3.37,77.99,0.37,734.47
7947,second,may,2178-05-22,64,2660294.0,32136994.0,64346.98,1161.0,36867260.0,16727.92,11776.0,178579.0,124.12,190907.0,101019184.0,191645.0,55714.42,13427.11,3.37,78.01,14.65,734.58
7948,second,may,2178-05-29,64,2660225.0,32147454.0,65099.42,1154.0,36869272.0,16731.66,11779.0,178585.0,124.15,190936.0,101035015.0,191671.0,55719.2,13425.12,3.37,78.03,23.57,734.87
7949,second,jun,2178-06-05,64,2660652.0,32157229.0,65061.75,1147.0,36874788.0,16733.9,11781.0,178537.0,124.19,190966.0,101049909.0,191695.0,55730.13,13495.06,3.36,78.04,22.3,735.12
7950,second,jun,2178-06-12,64,2660772.0,32164448.0,65985.67,1155.0,36876806.0,16738.62,11775.0,178526.0,124.16,190991.0,101054011.0,191720.0,55740.6,13614.73,3.36,78.05,17.26,735.22
7951,second,jun,2178-06-19,64,2661102.0,32171249.0,66319.52,1154.0,36877045.0,16739.5,11784.0,178551.0,124.17,191017.0,101073064.0,191747.0,55746.16,13610.6,3.38,78.07,15.8,735.27
7952,second,jun,2178-06-26,64,2665058.0,32206690.0,66330.5,985.0,36838298.0,16756.18,11797.0,177591.0,124.36,191287.0,101212589.0,191802.0,55820.57,14722.87,3.41,78.14,9.48,735.96
7953,third,jul,2178-07-03,64,2665400.0,32200360.0,66465.29,974.0,36845326.0,16758.78,11797.0,177622.0,124.38,191318.0,101236479.0,191818.0,55824.55,14728.68,3.4,78.14,0.0,736.05
7954,third,jul,2178-07-10,64,2665840.0,32213025.0,65793.43,964.0,36851832.0,16760.77,11799.0,177735.0,124.4,191354.0,101254692.0,191853.0,55826.16,14717.53,3.41,78.15,0.0,736.24
7955,third,jul,2178-07-17,64,2666225.0,32217541.0,66210.88,984.0,36847807.0,16764.45,11798.0,177751.0,124.41,191399.0,101287520.0,191897.0,55835.63,14921.67,3.41,78.16,0.0,736.31
7956,third,jul,2178-07-24,64,2667365.0,32222430.0,66109.95,957.0,36853311.0,16767.84,11800.0,177740.0,124.44,191433.0,101303338.0,191928.0,55841.31,14956.25,3.4,78.17,0.0,736.43
7957,third,jul,2178-07-31,64,2668875.0,32229543.0,66607.94,911.0,36861770.0,16770.53,11801.0,177762.0,124.48,191415.0,101318292.0,191959.0,55853.98,14987.4,3.42,78.19,0.69,736.54
7958,third,aug,2178-08-07,64,2668882.0,32241184.0,65621.29,966.0,36866657.0,16774.97,11802.0,177803.0,124.49,191448.0,101330341.0,191986.0,55872.25,14993.31,3.42,78.21,13.69,736.64
7959,third,aug,2178-08-14,64,2669262.0,32244469.0,67145.67,973.0,36873163.0,16778.3,11811.0,177833.0,124.52,191489.0,101345369.0,192037.0,55880.5,14975.64,3.41,78.23,20.51,736.75
7960,third,aug,2178-08-21,64,2669316.0,32249670.0,65211.64,984.0,36878484.0,16780.36,11808.0,177910.0,124.54,191515.0,101360182.0,192074.0,55875.48,14992.81,3.42,78.25,14.99,736.85
7961,third,aug,2178-08-28,64,2669412.0,32249842.0,65243.79,985.0,36878729.0,16780.44,11808.0,177916.0,124.54,191519.0,101361431.0,192077.0,55875.93,14994.35,3.42,78.25,14.37,736.86
7962,third,sep,2178-09-04,64,2670189.0,32252050.0,64988.2,1041.0,36886351.0,16783.07,11810.0,178007.0,124.57,191537.0,101375133.0,192106.0,55885.97,14914.8,3.42,78.25,12.7,736.95
7963,third,sep,2178-09-11,64,2670476.0,32255033.0,62040.12,1047.0,36892971.0,16788.71,11809.0,178017.0,124.57,191569.0,101394771.0,192138.0,55892.49,14948.06,3.43,78.27,10.81,737.01
7964,third,sep,2178-09-18,64,2670709.0,32250216.0,62331.32,1108.0,36900419.0,16792.34,11815.0,178044.0,124.62,191601.0,101418026.0,192169.0,55902.8,14837.66,3.43,78.29,7.95,737.08
7965,third,sep,2178-09-25,64,2671555.0,32250664.0,63296.78,1117.0,36907320.0,16798.46,11817.0,178091.0,124.6,191626.0,101434229.0,192211.0,55919.0,14809.79,3.43,78.3,5.99,737.2
7966,fourth,oct,2178-10-02,64,2672150.0,32258890.0,62328.9,1119.0,36916338.0,16798.37,11821.0,178098.0,124.62,191655.0,101456481.0,192234.0,55929.46,14833.79,3.43,78.31,0.0,737.37
7967,fourth,oct,2178-10-09,64,2672039.0,32253072.0,62307.86,1135.0,36907521.0,16801.99,11821.0,178110.0,124.63,191692.0,101476660.0,192248.0,55942.96,14793.05,3.43,78.32,0.18,737.41
7968,fourth,oct,2178-10-16,64,2672229.0,32253082.0,64076.5,1273.0,36930516.0,16800.1,11824.0,178097.0,124.51,191700.0,101479482.0,192408.0,55966.37,14792.29,3.44,78.36,33.64,737.39
7969,fourth,oct,2178-10-23,64,2672738.0,32254185.0,64067.53,1260.0,36936343.0,16803.77,11826.0,178136.0,124.48,191721.0,101503721.0,192451.0,55976.0,14807.86,3.45,78.38,30.12,737.52
7970,fourth,oct,2178-10-30,64,2673712.0,32258119.0,62490.85,1263.0,36944362.0,16802.71,11828.0,178182.0,124.47,191746.0,101527325.0,192484.0,55976.23,14759.45,3.44,78.39,22.18,737.67
7971,fourth,nov,2178-11-06,64,2674192.0,32264834.0,57659.39,1237.0,36946610.0,16807.11,11831.0,178224.0,124.49,191786.0,101565013.0,192517.0,55988.18,14882.24,3.44,78.41,16.33,737.98
7972,fourth,nov,2178-11-13,64,2674466.0,32263854.0,56036.67,1240.0,36952972.0,16811.31,11834.0,178259.0,124.51,191803.0,101584655.0,192546.0,55998.25,14920.46,3.44,78.42,15.18,738.13
7973,fourth,nov,2178-11-20,64,2674690.0,32261587.0,57197.2,1193.0,36960340.0,16814.67,11834.0,178286.0,124.53,191836.0,101601879.0,192600.0,56007.19,14909.36,3.43,78.44,13.59,738.28
7974,fourth,nov,2178-11-27,64,2673849.0,32263093.0,57117.14,1190.0,36974028.0,16814.91,11839.0,178322.0,124.52,191888.0,101616521.0,192643.0,56018.62,14941.06,3.47,78.45,14.26,738.4
7975,fourth,dec,2178-12-04,64,2676083.0,32316954.0,12710.33,1373.0,36996364.0,16839.9,11845.0,178457.0,125.24,192217.0,101712829.0,192770.0,56082.6,14940.97,3.47,78.6,0.0,739.28
7976,fourth,dec,2178-12-11,64,2676250.0,32329822.0,12052.55,1379.0,37003812.0,16845.54,11843.0,178437.0,125.28,192248.0,101710122.0,192789.0,56090.9,15029.29,3.45,78.61,8.59,739.35
7977,fourth,dec,2178-12-18,64,2676835.0,32332562.0,13687.64,1393.0,37038472.0,16849.11,11848.0,178489.0,125.36,192357.0,101711602.0,192897.0,56114.17,15202.43,3.45,78.67,7.6,739.43
7978,fourth,dec,2178-12-25,64,2677382.0,32336844.0,12786.42,1411.0,37042390.0,16852.35,11850.0,178384.0,125.37,192392.0,101731128.0,192932.0,56128.03,15279.88,3.46,78.69,0.68,739.6
7979,first,jan,2179-01-01,64,2678093.0,32347044.0,12738.11,1388.0,37049842.0,16856.74,11857.0,178413.0,125.41,192412.0,101766856.0,192968.0,56140.89,15283.35,3.46,78.71,4.37,739.85
7980,first,jan,2179-01-08,64,2678556.0,32353292.0,11541.86,1323.0,37059308.0,16863.16,11864.0,178473.0,125.35,192451.0,101781651.0,193012.0,56148.18,15378.54,3.46,78.7,3.06,740.01
7981,first,jan,2179-01-15,64,2678648.0,32358454.0,11494.11,1281.0,37066508.0,16861.84,11870.0,178483.0,125.38,192466.0,101797110.0,193044.0,56158.59,15406.31,3.46,78.72,5.62,739.95
7982,first,jan,2179-01-22,64,2679000.0,32364663.0,11712.16,1313.0,37075233.0,16864.92,11872.0,178507.0,125.35,192514.0,101818326.0,193081.0,56165.25,15383.99,3.46,78.73,4.2,740.08
7983,first,jan,2179-01-29,64,2679478.0,32377174.0,9164.69,1320.0,37078222.0,16867.68,11873.0,178533.0,125.37,192560.0,101839050.0,193120.0,56174.09,15364.56,3.45,78.74,1.39,740.0
7984,first,feb,2179-02-05,64,2680890.0,32388105.0,8832.42,1240.0,37084672.0,16868.42,11868.0,178641.0,125.4,192604.0,101858873.0,193155.0,56184.14,15262.94,3.42,78.75,0.0,740.32
7985,first,feb,2179-02-12,64,2681913.0,32393717.0,10861.89,1259.0,37091572.0,16871.4,11865.0,178567.0,125.44,192638.0,101877922.0,193190.0,56194.18,15133.65,3.4,78.78,0.0,740.44
7986,first,feb,2179-02-19,64,2682373.0,32408038.0,11451.43,1257.0,37098171.0,16875.63,11866.0,178645.0,125.46,192671.0,101893556.0,193203.0,56202.07,15118.31,3.37,78.8,0.36,740.51
7987,first,feb,2179-02-26,64,2682111.0,32403302.0,11026.14,1191.0,37105249.0,16880.6,11871.0,178692.0,125.47,192706.0,101909538.0,193231.0,56209.06,15127.58,3.37,78.81,10.01,740.7
7988,first,mar,2179-03-05,64,2682781.0,32408491.0,10482.08,1192.0,37112148.0,16886.13,11873.0,178725.0,125.49,192750.0,101927559.0,193266.0,56212.67,15303.29,3.38,78.82,8.21,740.72
7989,first,mar,2179-03-12,64,2683128.0,32416556.0,10767.39,1212.0,37119723.0,16887.57,11875.0,178729.0,125.49,192792.0,101942749.0,193331.0,56223.25,15109.53,3.35,78.84,10.16,740.58
7990,first,mar,2179-03-19,64,2683351.0,32423815.0,8246.63,1220.0,37126186.0,16890.08,11879.0,178748.0,125.48,192845.0,101959440.0,193367.0,56231.65,15087.86,3.33,78.85,6.83,740.74
7991,first,mar,2179-03-26,64,2683355.0,32426425.0,7973.23,1241.0,37131807.0,16893.09,11880.0,178750.0,125.48,192889.0,101974851.0,193423.0,56243.72,14980.58,3.34,78.87,11.81,740.9
7992,second,apr,2179-04-02,64,2683327.0,32431736.0,6552.16,1206.0,37137916.0,16897.82,11880.0,178772.0,125.5,192935.0,101988712.0,193458.0,56249.1,14774.34,3.34,78.87,0.0,741.04
7993,second,apr,2179-04-09,64,2683789.0,32436937.0,5787.12,1209.0,37143785.0,16904.93,11881.0,178840.0,125.53,192982.0,102005831.0,193489.0,56257.05,14592.75,3.33,78.9,6.67,741.14
7994,second,apr,2179-04-16,64,2683553.0,32448977.0,6270.5,1213.0,37150670.0,16907.31,11882.0,178878.0,125.5,193032.0,102022844.0,193519.0,56272.55,14598.21,3.33,78.91,8.54,741.26
7995,second,apr,2179-04-23,64,2683880.0,32451454.0,6461.01,1190.0,37160193.0,16909.91,11883.0,178908.0,125.53,193067.0,102023626.0,193539.0,56285.1,14601.21,3.32,78.93,13.87,741.3
7996,second,apr,2179-04-30,64,2684075.0,32458821.0,7193.63,1177.0,37165861.0,16915.79,11885.0,178930.0,125.58,193098.0,102041955.0,193567.0,56296.27,14623.61,3.33,78.94,15.29,741.39
7997,second,may,2179-05-07,64,2683591.0,32462498.0,7224.39,1179.0,37171294.0,16918.89,11889.0,178956.0,125.6,193126.0,102058838.0,193595.0,56303.71,14657.97,3.31,78.92,12.58,741.36
7998,second,may,2179-05-14,64,2683617.0,32462378.0,7183.65,1180.0,37171312.0,16919.18,11889.0,178959.0,125.6,193127.0,102059224.0,193595.0,56304.49,14661.67,3.31,78.93,12.92,741.36
7999,second,may,2179-05-21,64,2687558.0,32451789.0,24246.39,1377.0,37237292.0,16926.35,11886.0,178854.0,125.65,193235.0,102071065.0,193766.0,56381.83,15150.82,3.27,79.02,22.29,742.14
8000,second,may,2179-05-28,64,2688640.0,32452239.0,24254.77,1382.0,37244408.0,16929.44,11888.0,178906.0,125.67,193253.0,102081488.0,193804.0,56384.37,15209.54,3.27,79.06,11.2,742.28
8001,second,jun,2179-06-04,64,2689038.0,32462264.0,22912.45,1453.0,37251870.0,16929.15,11888.0,178922.0,125.67,193280.0,102097435.0,193834.0,56392.87,15207.19,3.27,79.08,5.12,742.24
8002,second,jun,2179-06-11,64,2691002.0,32466751.0,21422.92,1489.0,37255660.0,16933.63,11896.0,178920.0,125.68,193323.0,102111397.0,193863.0,56401.73,15275.73,3.27,79.08,6.66,742.4
8003,second,jun,2179-06-18,64,2692401.0,32536255.0,26738.24,1456.0,37294072.0,16948.42,11905.0,178925.0,126.01,193472.0,102267015.0,194363.0,56479.64,15468.18,3.24,79.27,9.55,744.39
8004,second,jun,2179-06-25,64,2692497.0,32540823.0,26090.26,1454.0,37302523.0,16952.8,11905.0,179002.0,126.03,193499.0,102285814.0,194397.0,56486.04,15533.46,3.23,79.28,0.0,744.52
8005,third,jul,2179-07-02,64,2694634.0,32550867.0,24229.88,1472.0,37316448.0,16956.66,11908.0,179033.0,126.12,193530.0,102306026.0,194419.0,56495.77,15461.94,3.24,79.29,0.0,744.58
8006,third,jul,2179-07-09,64,2694974.0,32557897.0,23086.11,1472.0,37317972.0,16959.07,11915.0,179019.0,126.09,193526.0,102319700.0,194450.0,56505.23,15413.75,3.23,79.3,0.0,744.69
8007,third,jul,2179-07-16,64,2695937.0,32563686.0,23686.76,1495.0,37325552.0,16961.42,11917.0,179069.0,126.08,193560.0,102334230.0,194478.0,56517.46,15400.74,3.22,79.31,2.71,744.9
8008,third,jul,2179-07-23,64,2695391.0,32561507.0,18490.55,1500.0,37330791.0,16964.91,11917.0,179118.0,126.14,193589.0,102352239.0,194517.0,56526.13,15368.98,3.22,79.33,2.81,744.97
8009,third,jul,2179-07-30,64,2704012.0,32605777.0,39476.52,1328.0,37391102.0,16983.14,11921.0,179312.0,126.21,193755.0,102552133.0,194676.0,56579.56,15536.73,3.18,79.31,0.0,745.17
8010,third,aug,2179-08-06,64,2704896.0,32614635.0,39615.61,1337.0,37396486.0,16986.39,11923.0,179398.0,126.23,193784.0,102568655.0,194717.0,56582.15,15535.23,3.16,79.32,0.0,745.28
8011,third,aug,2179-08-13,64,2704897.0,32614854.0,39618.2,1341.0,37396356.0,16986.41,11923.0,179396.0,126.23,193787.0,102569766.0,194720.0,56582.34,15524.84,3.16,79.32,0.0,745.28
8012,third,aug,2179-08-20,64,2705258.0,32618148.0,40507.8,1330.0,37398804.0,16989.71,11928.0,179382.0,126.25,193846.0,102569344.0,194746.0,56591.03,15525.62,3.15,79.35,0.0,745.35
8013,third,aug,2179-08-27,64,2705597.0,32627750.0,41105.69,1343.0,37403436.0,16995.2,11933.0,179398.0,126.27,193876.0,102586586.0,194780.0,56601.91,15471.51,3.14,79.36,0.0,745.57
8014,third,sep,2179-09-03,64,2706019.0,32633506.0,41477.74,1355.0,37412857.0,16997.7,11934.0,179440.0,126.25,193885.0,102606464.0,194811.0,56605.42,15484.14,3.15,79.37,0.0,745.22
8015,third,sep,2179-09-10,64,2706647.0,32640432.0,41733.14,1362.0,37432124.0,17000.27,11934.0,179842.0,126.2,193927.0,102644303.0,194795.0,56602.8,16093.77,3.18,79.43,3.02,745.52
8016,third,sep,2179-09-17,64,2707308.0,32636670.0,41781.65,1369.0,37434659.0,17003.79,11939.0,179870.0,126.2,193969.0,102677207.0,194829.0,56603.72,16052.19,3.19,79.44,0.0,745.64
8017,third,sep,2179-09-24,64,2708005.0,32649258.0,43892.35,1399.0,37442309.0,17006.56,11940.0,179959.0,126.22,194003.0,102706411.0,194850.0,56620.01,16109.39,3.19,79.46,0.81,745.78
8018,fourth,oct,2179-10-01,64,2705768.0,32662656.0,48653.64,1274.0,37441319.0,17009.47,11922.0,179925.0,126.28,194010.0,102737711.0,194863.0,56655.66,16198.62,3.21,79.51,4.65,745.77
8019,fourth,oct,2179-10-08,64,2706250.0,32662694.0,45691.06,1254.0,37450421.0,17013.07,11922.0,180001.0,126.34,194039.0,102759025.0,194899.0,56663.49,16206.0,3.21,79.55,0.0,745.89
8020,fourth,oct,2179-10-15,64,2706773.0,32672011.0,45819.83,1306.0,37456450.0,17015.86,11925.0,180034.0,126.38,194074.0,102777421.0,194936.0,56668.51,16185.87,3.2,79.58,1.61,745.99
8021,fourth,oct,2179-10-22,64,2707221.0,32672389.0,44541.27,1299.0,37450621.0,17020.03,11926.0,180076.0,126.39,194102.0,102796272.0,194971.0,56680.12,16226.06,3.2,79.59,0.62,746.22
8022,fourth,oct,2179-10-29,64,2707854.0,32678161.0,44064.85,1308.0,37449421.0,17023.14,11929.0,180124.0,126.45,194138.0,102815100.0,195005.0,56682.75,16211.89,3.2,79.59,0.0,746.2
8023,fourth,nov,2179-11-05,64,2709024.0,32684239.0,43304.0,1315.0,37455378.0,17024.32,11931.0,180157.0,126.46,194152.0,102832793.0,195048.0,56693.54,16276.08,3.18,79.61,10.04,746.19
8024,fourth,nov,2179-11-12,64,2709905.0,32683246.0,45559.11,1303.0,37458968.0,17027.56,11932.0,180180.0,126.52,194197.0,102854953.0,195083.0,56707.48,16183.06,3.2,79.63,0.0,746.36
8025,fourth,nov,2179-11-19,64,2713274.0,32738415.0,42758.52,1288.0,37603510.0,17052.79,11941.0,180252.0,126.54,194365.0,102982605.0,195365.0,56732.51,16575.64,3.29,79.73,0.0,746.87
8026,fourth,nov,2179-11-26,64,2713271.0,32738561.0,42758.19,1287.0,37603614.0,17052.79,11941.0,180255.0,126.55,194365.0,102983282.0,195366.0,56733.4,16579.19,3.29,79.73,0.0,746.87
